Date debut,Date fin,Thématique,Objets,District,Commune,Localite,Region,Types,Longitude,Latitude,Personne concerne,Mort,Colonne1,description,Commentaire,Date_debut_dt
04/01/2020,,Incident maritime,Noayde de 2 garcons ,SAMBAVA,,plage Ampandrozonana,,,50.17573,-14.27,,,,"Le mardi 31 mars 2020 dans la matinée sur la plage d'Ampandrozonana, district de Sambava, deux garçons ont été emportés par les vagues et ont faillis se noyer. Le sauveteur, un jeune homme travaillant aux alentours a remarqué les gestes d’appel de secours de deux garçons. Le maire de la Commune s’est rendu place et a recommandé les résidents ainsi que les parents à être toujours vigilants face aux enfants qui jouent à la plage. ","Les accidents en mer sont souvent dus au passage d’une période cyclonique ou au mauvais temps impactant sur les agitations de la mer. Différentes mesures préventives et spécifiques devraient être prises pour éviter ou limiter le risque de noyade. Pour le cas des enfants, l’accompagnement de parents ou de tuteurs est important pour éviter le danger.",2020-01-04
05/01/2020,05/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/01/2020,06/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/01/2020,07/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/01/2020,08/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/01/2020,09/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/01/2020,10/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/01/2020,11/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/01/2020,12/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/01/2020,13/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/01/2020,14/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/01/2020,15/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/01/2020,16/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/01/2020,17/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/01/2020,18/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/01/2020,19/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/01/2020,,Incident maritime,Recupération d'un piroguier,TOAMASINA,,Port,,SAR,49.42276,-18.14853,,,,"La SPAT (Société du Port à Gestion Autonome de Toamasina) a récupéré un piroguier inconscient à bord de sa pirogue en mer, le samedi 18 janvier 2020 vers 13h. Arrivé au port, la victime a été ramenée à l’urgence Hôpital Toamasina. Après son premier soin, le piroguier a trouvé sa respiration vers18h30, mais encore inconscient.","Un tel cas isolé nous montre le danger lié à la sécurité
maritime en mer pour les usagers de la mer. La plupart des
navires non conventionnels qui participent aux activités de
petites pêches ne sont pas équipés de moyens de
navigations, d’équipements de sécurité ni de moyens de
communication basiques qui sont utiles à la sécurité de la
navigation. ",2020-01-20
21/01/2020,21/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/01/2020,22/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/01/2020,23/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/01/2020,24/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/01/2020,25/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/01/2020,26/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/01/2020,27/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
28/01/2020,28/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/01/2020,29/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/01/2020,30/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
31/01/2020,31/01/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/02/2020,01/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/02/2020,02/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/02/2020,03/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/02/2020,04/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/02/2020,05/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/02/2020,06/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/02/2020,07/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/02/2020,08/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/02/2020,09/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/02/2020,10/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/02/2020,11/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/02/2020,12/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/02/2020,13/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/02/2020,14/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/02/2020,15/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/02/2020,16/02/2020,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/02/2020,,Incident maritime,Noyade mortelle homme ,SAMBAVA,,Las Palmas,,,50.16599,-14.26106,,,,"Le 16 Février 2020 vers 14h, un jeune garçon âgé de 25 ans s’est noyé pendant son baignade en mer, en face de l’Hôtel « LAS PALMAS », Fokontany Sambava Centre. Ramené par la vague, son corps n’a pas été découvert que dans la matinée du 17 Février 2020, à quelques mètres de cet endroit. Après le constat effectué par les autorités locales (Gendarmerie Nationale, Médecins légistes), le corps de ce jeune écolier est remis entre les mains de sa famille.","Dès le début de cette année, des séries de noyades se sont produites
dans presque les côtes Nord-Est et Nord-Ouest de Madagascar à
cause du mauvais temps en général et peut être à la suite de
l’insuffisance de connaissance de l’état des plages. La non-maitrise
de la natation est également une cause de noyade qui n’est pas à
écarter.
Mais en tant que responsable de sécurité des personnes, la
notification du danger aux citoyens par affichage au bord de la mer
pour qu’ils prennent la précaution pendant la baignade en mer est une
charge des autorités locales.
De plus, la mise en place des gardes côtes, surtout dans les zones
dangereuses, est une solution envisageable pour éviter le fléau et afin
de faciliter le sauvetage à temps en cas d’accident.",2020-02-17
